dm_1 foto_1 straaling_1 temp_1 lai_1 meldug_1 lai_0 dm_2 foto_2 straaling_2 temp_2 lai_2 meldug_2 dm_3 foto_3 straaling_3 temp_3 lai_3 meldug_3 dm_4 foto_4 straaling_4 temp_4 lai_4 meldug_4 mikro_1 middel_1 mikro_2 middel_2 mikro_3 middel_3 nedboer_1 nedboer_2 nedboer_3 udbytte
8 7 0 1 3 7 6 20 9 2 1 3 4 40 15 3 2 2 0 55 12 1 1 1 0 0 1 0 1 3 3 0 0 1 46
22 15 3 1 5 2 6 29 7 0 1 5 0 49 15 1 3 4 0 52 6 1 3 1 0 0 3 2 2 3 2 0 0 1 45
19 13 2 2 7 2 7 30 9 1 1 7 2 55 18 1 1 5 0 55 5 0 2 1 0 1 0 0 1 1 1 1 0 2 47
21 15 3 1 6 1 6 28 8 1 2 5 3 47 15 1 2 3 0 57 10 1 1 1 0 2 0 3 3 2 2 0 2 1 49
16 11 2 2 5 2 5 31 11 2 2 5 0 49 16 2 2 4 0 61 11 1 2 1 0 0 3 1 3 1 0 0 1 2 51
12 9 1 1 4 4 4 21 8 1 3 4 2 44 17 3 3 3 0 51 9 1 2 1 0 3 2 2 2 2 1 2 1 0 43
16 11 2 1 6 6 7 20 4 2 3 1 8 25 7 1 3 1 4 19 0 2 2 0 0 2 0 2 3 2 1 0 0 1 16
15 10 2 2 6 1 5 27 10 1 2 7 0 54 20 1 1 4 0 63 12 1 2 1 0 3 2 1 3 3 1 0 2 1 54
14 10 1 2 4 6 6 23 9 2 3 3 3 47 17 2 1 2 0 51 7 0 3 1 0 1 1 3 2 1 0 2 2 2 44
0 1 1 1 0 8 5 0 2 1 2 0 8 0 0 2 2 0 6 1 3 1 2 0 2 3 0 0 0 2 1 2 0 0 1
9 7 2 0 1 8 6 12 5 2 1 1 5 31 14 2 2 1 0 23 0 2 3 0 0 1 2 3 2 2 2 2 1 0 19
5 5 0 3 2 6 3 17 9 2 1 2 2 35 14 1 1 2 0 42 8 0 3 1 0 2 3 2 3 2 1 0 1 0 35
10 8 0 1 4 5 5 24 11 2 2 4 2 45 16 2 3 3 3 53 9 0 1 1 0 0 1 3 0 3 1 0 1 1 45
10 9 2 1 3 2 3 27 12 2 2 3 3 49 16 3 1 2 0 56 9 1 2 1 0 1 0 3 1 0 3 1 1 0 47
15 12 1 2 7 3 6 26 10 1 3 7 0 47 16 1 2 5 0 57 10 0 2 1 0 2 3 3 3 3 3 1 2 1 49
13 9 0 1 5 2 5 24 10 2 3 4 0 42 14 1 1 2 0 48 8 1 1 1 0 1 3 3 2 1 1 2 2 1 41
12 9 1 1 4 6 5 26 11 2 3 4 1 45 15 2 2 3 0 48 6 1 2 1 0 3 3 2 3 3 2 2 1 2 41
13 10 1 1 5 6 6 24 9 1 3 4 2 46 16 1 2 2 0 52 10 1 3 1 0 1 1 2 2 3 3 2 0 2 44
12 9 1 1 6 4 7 30 12 2 1 6 0 53 17 2 2 4 0 60 10 1 1 1 0 0 3 3 2 1 0 0 2 2 51
18 12 2 0 5 1 5 31 10 2 3 5 1 55 18 2 1 4 0 60 8 1 2 1 0 1 0 2 0 0 3 2 0 0 51
11 9 1 1 6 0 6 23 9 1 1 6 0 59 24 3 1 4 0 59 5 0 2 1 0 1 2 2 1 0 3 1 0 0 50
18 13 2 1 5 5 6 36 13 2 1 6 2 64 20 1 2 5 2 74 12 0 1 2 0 1 2 0 0 2 3 2 0 0 63
9 7 1 1 3 7 5 15 7 1 2 3 0 33 13 1 2 2 0 26 0 1 1 0 0 1 3 2 2 0 1 2 1 0 22
14 10 1 1 6 0 6 31 13 2 2 6 0 61 21 2 1 5 0 72 12 1 1 2 0 1 3 3 0 3 2 1 1 1 61
11 8 0 1 6 7 7 24 10 1 1 7 3 46 17 2 2 4 3 48 6 0 1 1 5 3 3 0 0 3 0 2 0 1 40
6 6 0 2 3 5 4 16 8 1 1 3 1 38 15 1 2 2 4 37 4 2 2 0 0 1 3 3 0 2 3 1 2 1 31
21 15 2 1 6 6 6 33 11 1 1 7 1 58 18 1 2 4 0 60 7 1 1 1 0 3 1 3 2 3 2 2 2 2 51
13 10 1 0 5 4 6 28 11 2 0 4 2 49 16 1 3 3 0 56 10 1 3 1 0 1 0 1 1 2 0 2 1 0 47
11 9 1 1 3 1 3 20 8 1 2 3 0 34 12 1 2 2 0 40 8 0 3 1 0 2 3 3 1 3 0 0 2 2 34
14 10 2 3 5 2 6 28 11 2 1 5 3 58 21 2 2 4 5 64 8 2 3 1 1 2 0 2 0 1 1 0 1 1 55
14 11 1 1 7 1 6 20 7 0 1 7 0 39 15 1 2 4 0 46 8 0 2 1 0 2 3 3 1 2 2 0 1 1 39
9 8 1 1 6 4 6 19 9 1 3 5 0 47 19 2 3 4 0 54 8 1 2 1 0 2 2 3 3 3 3 0 1 2 46
11 8 1 1 2 8 5 23 10 2 2 2 5 40 13 2 2 2 0 45 7 0 2 1 0 1 1 3 3 0 3 1 2 1 39
17 12 2 3 6 2 6 32 12 2 1 6 0 54 17 1 2 3 0 64 10 1 1 1 0 3 3 3 2 3 3 1 1 2 55
11 9 1 1 3 4 3 20 8 1 1 3 6 42 15 2 2 2 2 49 9 1 2 1 0 2 0 0 1 1 1 1 0 2 42
15 11 2 1 4 6 6 37 15 3 1 4 1 60 17 2 3 3 0 63 8 1 1 1 0 1 3 1 2 3 1 2 2 1 54
13 10 1 3 5 5 6 29 12 2 1 5 1 59 22 2 2 4 0 74 13 2 1 1 0 3 2 3 2 3 2 2 1 2 63
12 9 3 2 3 6 4 20 8 1 1 4 3 43 17 2 2 3 0 46 6 0 3 1 0 3 3 2 1 3 0 0 1 2 39
12 9 1 1 5 3 5 29 12 2 3 6 0 61 22 2 1 4 0 66 8 1 2 1 0 1 2 2 3 2 1 2 0 1 56
13 9 1 1 5 6 6 24 10 1 1 4 0 42 14 1 2 3 0 49 10 1 3 1 0 1 1 2 2 1 1 1 1 1 42
17 11 2 3 6 1 5 32 11 1 2 5 0 51 16 2 2 3 0 58 9 1 2 1 0 3 3 1 2 2 2 1 1 0 49
13 10 1 1 3 7 6 19 7 1 1 2 7 32 11 1 2 1 6 26 0 0 2 0 2 2 0 1 0 3 2 1 1 2 22
0 0 1 2 0 8 4 0 1 1 1 0 7 0 0 2 1 0 3 0 0 1 2 0 0 0 0 2 2 1 3 0 1 2 0
10 8 2 2 2 8 6 20 8 1 0 2 4 35 12 2 3 1 4 29 0 1 2 0 8 3 2 1 0 2 0 0 0 1 25
17 12 2 2 4 6 5 31 11 2 2 4 2 57 19 2 1 3 0 64 10 2 1 1 0 1 1 3 2 1 0 1 2 1 55
10 8 1 3 4 7 6 13 5 2 2 1 8 9 0 2 2 0 3 13 4 0 1 0 0 3 0 0 2 1 2 2 1 1 11
4 5 0 3 3 7 4 17 10 3 3 3 2 35 14 2 1 2 4 37 6 2 3 1 1 2 3 2 0 2 1 0 0 1 31
14 11 3 1 4 7 7 25 10 1 1 4 3 50 18 2 2 3 2 54 6 0 1 1 0 3 2 3 1 1 3 1 1 2 46
21 14 3 1 5 0 5 40 14 2 0 4 0 67 20 2 1 3 0 73 9 0 2 1 0 1 1 1 3 0 0 1 1 0 62
14 10 2 1 2 7 5 18 5 2 3 1 7 19 4 2 2 0 8 19 3 0 1 0 5 3 0 3 0 3 2 2 2 1 16
8 6 0 1 4 2 4 29 14 2 1 4 0 55 19 2 2 3 0 61 9 0 2 1 0 1 1 0 1 3 2 2 0 1 51
15 11 1 1 6 3 7 30 12 1 1 5 3 57 19 2 2 4 1 68 12 1 1 1 0 1 0 2 1 0 2 2 0 1 58
20 13 2 2 6 1 6 34 12 2 1 6 0 55 16 2 2 4 0 66 12 2 1 1 0 0 0 2 1 1 1 0 1 2 56
13 10 1 1 3 7 4 20 7 2 1 2 4 33 10 1 2 1 0 26 0 1 1 0 0 3 2 1 1 1 3 2 2 1 22
10 7 0 1 5 6 6 28 12 2 1 5 0 54 19 1 1 4 0 62 10 0 1 1 0 0 3 3 1 1 2 0 1 2 52
7 6 1 1 1 8 6 14 7 2 0 1 2 24 10 1 2 1 0 18 0 1 3 0 0 1 2 0 1 2 1 2 0 1 15
11 9 1 1 6 3 6 28 12 1 1 5 0 44 13 0 3 3 0 51 9 1 1 1 1 1 1 1 3 3 0 2 2 2 44
9 7 0 2 5 1 5 17 8 1 2 4 0 34 14 1 2 3 0 38 7 1 2 1 0 1 1 2 0 3 1 2 1 1 33
13 10 1 1 4 0 3 23 9 1 2 4 0 47 19 3 1 3 0 50 7 0 3 1 0 1 0 2 1 1 0 0 0 0 42
11 9 0 1 5 4 6 30 14 2 1 5 1 54 18 2 1 3 3 62 9 0 1 1 2 3 3 3 0 2 0 2 1 0 52
16 11 2 1 4 6 5 32 12 2 0 4 3 48 14 1 3 3 0 55 8 1 2 1 0 1 2 1 1 3 0 1 1 1 46
14 10 1 3 6 4 6 32 13 2 3 5 5 52 16 1 1 4 2 60 10 0 3 1 0 2 0 2 3 0 3 0 0 1 51
11 9 2 1 3 5 4 21 9 1 2 3 0 38 13 1 1 2 0 30 0 0 1 0 0 1 1 1 1 1 0 2 2 1 25
10 8 1 2 5 0 5 26 12 2 2 5 0 51 19 1 2 4 0 58 8 0 2 1 0 2 1 1 1 3 2 0 1 0 49
6 5 0 3 4 5 4 10 5 0 2 2 7 20 9 1 3 1 1 22 5 1 3 0 0 3 0 1 2 2 1 2 2 1 19
9 8 0 1 5 2 4 25 11 2 1 5 0 54 20 2 2 4 0 63 10 1 1 1 0 2 2 1 0 3 1 0 2 2 54
14 10 1 2 5 2 5 34 14 2 1 5 1 54 16 1 3 4 4 62 10 1 2 1 7 0 0 3 0 2 0 0 2 0 53
9 8 3 2 2 8 5 19 8 1 0 2 5 26 7 0 3 1 1 19 0 0 2 0 0 1 1 0 1 3 1 1 0 2 17
15 10 1 1 5 4 5 40 17 3 0 5 0 66 19 1 2 3 0 69 7 0 1 1 0 0 1 2 3 2 0 0 0 0 58
15 11 2 1 3 2 3 25 9 2 2 2 0 36 10 2 1 1 0 34 3 1 3 0 0 1 1 3 1 2 1 2 2 0 29
6 6 0 3 6 1 6 18 10 2 3 6 1 42 18 3 2 4 0 49 9 1 3 1 0 3 0 3 1 3 2 2 1 2 41
9 8 1 3 5 5 5 22 10 2 1 4 6 37 13 1 1 1 8 30 0 1 2 0 3 1 0 2 0 1 1 2 0 2 26
0 0 2 1 0 8 3 2 3 2 1 0 6 0 0 2 3 0 0 0 0 1 2 0 0 1 1 1 2 3 1 2 2 1 0
13 9 1 2 5 0 6 28 12 1 0 6 0 55 19 2 2 4 0 57 6 0 2 1 0 2 0 0 3 3 2 0 0 2 48
5 5 0 1 3 7 4 16 10 2 1 3 3 29 11 0 2 2 4 39 10 0 3 1 0 2 2 1 0 2 3 1 2 0 33
13 10 1 0 5 2 5 26 11 1 2 4 0 45 14 1 2 3 0 49 8 0 1 1 0 0 1 1 0 0 2 0 1 0 42
10 8 1 1 4 0 4 20 9 1 1 4 0 39 14 1 2 3 0 48 10 1 1 1 0 0 1 3 3 0 3 0 1 0 41
13 9 1 2 6 4 5 32 13 2 2 5 3 50 16 1 2 3 1 65 13 2 2 1 0 0 0 2 1 3 3 1 0 2 55
16 11 1 1 7 1 7 27 9 1 2 7 0 54 20 1 2 6 0 63 12 0 2 2 0 3 1 3 2 3 2 2 2 1 54
15 11 2 1 4 6 5 25 9 1 0 3 3 40 12 1 2 2 0 46 8 0 1 1 0 1 1 0 1 1 2 1 1 2 39
16 12 3 1 5 6 6 28 9 2 3 3 7 46 14 3 2 2 3 43 3 1 1 0 6 1 0 3 2 2 0 0 1 0 36
18 13 2 2 6 2 6 27 8 1 2 6 0 52 19 1 1 5 0 53 5 0 2 1 0 1 3 3 1 0 0 1 2 1 45
16 12 2 0 3 0 4 26 8 1 1 3 0 39 12 1 1 2 0 33 0 2 2 0 0 0 2 1 1 2 2 0 1 0 28
5 5 2 1 1 8 4 11 5 2 2 1 3 24 11 1 2 1 1 26 4 1 2 0 0 2 3 3 1 3 3 0 2 1 22
23 15 2 1 7 2 7 32 9 1 2 7 0 51 16 1 2 5 0 65 13 1 3 2 0 3 2 3 1 2 1 2 0 0 55
12 9 1 1 5 0 5 30 12 2 1 5 0 53 17 1 2 3 0 64 11 2 3 1 0 3 1 0 1 3 2 1 1 2 55
7 7 1 1 4 1 4 25 13 3 3 4 4 40 12 1 3 2 4 46 8 1 1 1 1 3 0 3 0 3 2 1 2 2 39
13 9 1 3 5 3 5 29 11 2 2 5 0 52 18 1 2 4 0 59 9 1 2 1 0 2 1 2 3 1 0 1 0 1 50
12 9 0 0 5 1 5 25 10 1 0 4 0 52 20 2 2 3 0 57 8 1 1 1 0 1 1 0 3 1 1 0 0 2 48
21 14 3 2 7 0 7 39 14 2 1 7 0 61 17 1 2 4 0 61 6 1 3 1 0 3 2 3 3 3 3 2 2 2 52
7 6 0 2 5 6 6 23 11 2 1 5 3 42 15 0 1 4 0 52 11 1 3 1 0 1 1 3 3 2 0 1 1 0 44
16 11 1 1 3 7 5 30 11 2 1 3 1 46 13 1 2 2 0 49 6 0 3 1 0 1 1 1 3 2 1 2 2 1 42
12 8 1 1 4 5 4 22 8 1 2 3 0 41 14 2 2 2 0 49 9 0 2 1 0 0 2 2 1 1 0 0 0 2 42
18 13 2 0 4 7 6 28 9 2 2 3 4 21 0 1 2 0 8 27 6 0 1 0 8 0 3 3 0 2 0 0 1 0 23
17 12 2 0 7 4 6 29 11 2 3 7 1 54 18 2 1 5 0 72 16 1 1 2 0 1 2 2 1 3 3 1 0 1 61
8 7 1 3 3 3 3 17 7 2 3 2 0 36 15 0 2 2 1 43 8 0 3 1 0 2 3 3 0 3 2 0 2 1 36
13 9 2 1 2 7 4 19 6 1 2 2 3 44 18 3 1 2 0 50 8 2 3 1 0 0 2 0 3 2 3 0 0 1 43
10 8 1 0 2 8 6 18 7 1 1 2 6 13 0 2 2 0 8 15 4 1 1 0 2 0 2 3 0 1 3 0 0 2 13
4 5 0 3 2 0 3 9 5 1 2 1 0 24 11 2 2 1 0 18 0 2 1 0 0 2 0 1 0 2 3 0 1 0 15
21 15 3 0 3 7 5 34 10 2 2 3 4 56 16 2 1 2 2 57 5 1 1 0 0 0 1 3 1 0 1 1 2 0 48
15 11 1 1 4 7 6 24 8 1 2 4 4 46 17 2 2 3 0 49 6 0 2 1 0 1 2 0 2 3 1 2 1 1 41
16 11 1 1 6 5 7 26 9 1 1 5 1 47 15 1 2 3 0 63 14 2 1 1 0 1 2 0 3 0 2 1 0 1 54
13 9 1 1 4 2 5 22 9 1 1 4 0 45 17 1 2 3 0 49 7 0 2 1 0 2 1 1 0 1 2 1 2 2 42
16 11 2 2 5 3 5 33 12 2 0 5 3 55 16 2 2 4 0 56 7 0 1 1 0 0 0 0 2 2 0 0 0 0 47
17 13 2 2 6 4 6 29 10 1 2 7 0 53 18 1 1 5 0 63 11 0 2 2 0 1 3 2 2 0 1 1 1 1 53
14 10 1 2 7 2 6 28 10 1 3 7 0 51 17 1 2 5 0 55 7 0 2 1 0 1 3 3 3 3 3 0 2 2 47
12 9 2 1 3 7 6 22 8 1 1 3 2 43 15 1 2 2 3 34 0 1 1 0 6 2 3 2 0 3 0 0 1 2 29
9 8 2 3 3 4 3 20 9 2 2 3 0 36 13 1 2 2 0 46 10 0 1 1 0 2 1 1 3 1 0 0 2 1 39
8 7 0 1 5 1 5 25 12 2 3 5 0 52 18 1 2 3 0 53 6 0 2 1 0 1 2 3 1 3 0 2 1 2 45
15 11 2 1 5 2 4 34 14 2 1 4 3 49 14 1 1 3 0 59 11 0 1 1 0 2 0 1 1 3 1 1 1 2 50
11 8 0 2 7 1 7 27 12 2 1 6 3 47 16 0 3 4 0 55 9 0 1 1 0 3 0 3 3 3 1 2 1 2 47
13 10 1 1 6 0 5 27 10 1 1 5 0 50 17 2 1 3 0 57 10 1 1 1 0 0 2 1 2 3 3 0 2 2 48
7 6 0 1 3 0 3 18 9 1 0 3 0 36 14 1 2 2 0 43 9 0 2 1 0 0 0 1 1 0 0 0 1 0 36
15 10 3 1 3 6 5 26 9 1 2 3 0 50 17 3 2 2 0 46 2 1 3 0 0 2 3 1 0 0 1 0 2 0 39
23 15 2 1 6 2 6 37 11 1 1 5 0 63 19 2 1 3 0 67 7 0 1 1 0 3 2 3 2 0 3 1 1 0 57
8 8 2 2 3 5 3 14 6 1 1 2 3 19 7 1 2 1 0 14 0 0 2 0 0 0 0 3 3 3 2 1 2 2 12
9 8 1 1 5 4 6 24 11 1 0 5 0 45 15 0 2 4 0 56 10 2 2 1 0 2 1 1 2 1 2 0 2 2 48
15 12 2 1 3 3 4 33 13 2 1 3 0 51 14 1 1 2 0 56 7 0 2 1 0 2 2 1 1 0 3 0 2 0 47
5 6 1 1 2 7 4 11 6 1 3 2 0 30 14 1 2 2 0 29 3 0 1 0 0 0 3 3 0 1 2 0 2 1 24
15 11 2 2 6 1 6 29 10 1 1 5 0 47 15 1 1 3 0 61 13 1 1 1 0 0 2 2 2 0 3 1 1 0 52
15 11 1 2 6 5 6 22 7 2 0 1 8 18 2 1 1 0 4 12 0 0 2 0 0 3 0 1 3 1 2 2 2 1 10
21 14 2 1 6 6 7 30 9 1 0 6 0 54 18 2 1 4 0 61 9 1 3 1 0 1 1 0 3 1 2 2 0 1 52
17 12 3 2 7 3 7 31 12 2 3 5 5 51 15 1 2 3 0 62 11 1 3 1 0 3 0 3 3 1 3 0 2 1 53
16 11 2 1 7 4 6 26 9 1 1 7 0 50 18 2 2 5 0 63 11 1 2 1 0 1 3 0 3 2 0 0 0 0 53
20 13 3 1 5 5 6 39 13 3 1 5 0 68 20 2 1 4 0 76 11 1 1 1 0 0 2 0 3 2 1 0 1 1 65
8 7 0 1 6 6 6 20 9 1 2 5 1 46 19 1 1 3 0 48 6 2 3 1 0 3 3 2 1 1 2 2 0 2 41
16 11 1 1 6 1 6 29 11 1 2 6 0 55 19 2 1 5 0 59 8 1 2 1 0 0 1 0 0 2 2 0 0 0 50
1 3 0 2 1 8 4 10 6 2 1 1 4 7 1 2 1 0 5 4 1 0 2 0 3 0 2 1 0 1 2 1 2 1 4
13 10 1 1 3 7 5 24 9 1 2 3 0 41 14 2 2 2 0 48 8 0 1 1 0 0 3 1 2 0 2 0 2 0 41
16 11 2 1 5 7 7 17 4 1 2 1 8 14 2 1 2 0 2 8 0 1 1 0 0 3 0 0 2 1 2 2 0 2 7
21 14 3 1 5 2 5 33 10 1 2 5 0 69 25 3 1 4 0 77 10 0 1 1 0 0 1 1 3 2 3 0 1 0 65
12 9 1 3 6 4 7 28 12 1 1 6 0 53 18 1 2 4 0 62 10 2 3 1 0 0 2 1 1 1 2 0 2 1 53
9 7 0 1 7 1 7 27 14 2 0 7 0 51 17 2 2 4 0 57 8 1 3 1 0 1 2 1 1 1 2 0 1 2 48
13 9 1 2 6 4 6 28 11 2 0 4 7 47 14 1 2 3 4 54 9 0 1 1 0 3 0 1 1 2 2 2 0 0 46
12 10 1 3 6 1 6 22 9 1 3 6 0 54 22 2 1 5 0 72 15 2 1 2 0 2 3 1 1 3 2 1 2 1 61
27 17 3 1 6 5 6 34 8 1 1 5 5 62 19 2 1 3 1 75 14 2 1 1 0 2 0 3 2 1 0 0 2 1 64
18 13 3 1 4 7 6 38 13 3 1 4 5 61 17 3 1 3 4 71 11 1 1 1 0 0 0 3 1 1 1 0 2 2 61
11 9 2 1 2 7 3 26 10 3 2 2 4 36 10 2 1 1 0 28 0 1 2 0 0 0 1 1 3 1 3 0 2 2 24
13 9 2 2 3 5 4 29 12 3 1 3 1 44 12 1 2 2 0 50 8 1 1 1 0 3 3 3 1 3 1 1 2 1 43
9 7 1 1 3 5 4 19 8 1 2 3 0 30 11 1 3 2 0 37 9 1 3 1 0 0 1 2 0 2 2 0 1 1 32
12 9 1 3 6 0 5 25 10 1 0 5 0 46 17 1 3 4 0 53 9 0 1 1 1 2 1 0 1 3 0 0 1 1 45
16 11 1 0 6 5 6 26 9 1 0 6 1 46 15 1 2 4 0 59 12 1 3 1 0 1 3 2 2 3 1 2 0 2 51
4 4 1 3 1 8 5 1 0 1 1 0 8 0 0 1 2 0 1 0 1 0 1 0 4 3 0 0 2 2 0 1 1 1 0
14 9 2 3 3 7 5 19 6 2 3 2 6 29 9 2 2 1 3 30 4 2 1 0 0 3 3 2 2 0 2 2 1 0 25
12 10 1 2 5 0 6 23 9 2 3 5 0 52 21 2 2 3 0 63 11 1 1 1 0 0 2 2 3 1 3 0 0 1 54
18 13 3 2 5 2 5 31 10 1 2 6 0 52 16 1 2 4 0 43 0 1 1 0 0 0 2 3 0 1 3 0 1 1 36
19 13 3 3 6 3 6 29 9 1 0 5 0 51 17 1 2 4 0 64 13 2 1 1 0 2 3 1 3 3 0 0 0 2 55
17 12 2 1 6 3 6 31 11 2 3 6 0 57 19 2 2 4 0 59 6 0 1 1 0 0 2 3 1 3 2 0 1 2 50
12 10 1 1 6 3 6 30 13 2 1 7 0 61 22 2 1 5 0 69 9 0 2 1 0 1 2 1 0 1 1 2 2 2 59
13 10 1 1 5 2 6 24 10 1 1 4 0 41 14 1 2 3 0 44 7 1 1 1 0 3 2 2 0 2 2 2 0 1 38
15 11 2 1 6 3 7 35 14 2 1 7 2 57 17 1 2 5 0 66 11 0 3 2 0 0 0 3 3 1 1 0 2 1 56
16 12 1 0 5 0 6 31 12 2 2 5 0 54 18 2 2 3 0 64 11 1 1 1 0 1 3 1 3 3 1 1 2 2 55
20 13 2 1 6 0 6 32 10 2 2 5 0 54 16 2 2 4 0 60 8 0 2 1 0 1 2 0 3 1 2 2 1 2 51
7 6 0 2 2 7 3 18 8 2 2 2 2 27 8 1 1 1 5 23 2 1 1 0 2 0 2 3 0 1 2 0 2 2 20
11 8 1 2 7 1 6 29 13 2 3 7 0 52 17 1 2 6 0 68 16 1 2 2 0 1 0 3 1 0 3 2 2 2 57
8 6 2 3 2 5 3 14 6 2 1 1 8 9 0 2 2 0 5 6 1 1 3 0 6 3 0 3 3 3 0 1 2 2 5
8 7 1 1 2 7 3 16 8 1 0 3 2 33 14 2 2 2 0 42 9 0 3 1 0 3 3 0 1 0 0 2 0 1 36
0 3 2 0 0 8 3 0 0 1 1 0 5 0 0 2 2 0 1 0 1 0 3 0 0 1 1 1 2 3 1 2 2 2 0
14 11 3 3 3 4 4 20 7 1 3 2 1 30 10 2 2 1 0 33 5 1 1 0 0 2 3 2 1 3 1 0 0 2 28
11 9 2 2 3 8 7 28 13 3 1 4 2 48 16 1 1 3 2 48 5 0 3 1 0 2 2 0 0 3 3 0 0 1 41
8 7 0 1 5 1 6 25 13 2 1 5 3 53 20 1 1 3 0 59 9 0 2 1 0 2 0 2 1 1 2 0 0 1 50
16 12 2 1 5 2 5 28 9 1 2 5 2 53 18 1 2 4 0 52 6 1 3 1 1 3 0 1 2 2 0 2 1 0 44
11 9 1 1 4 5 4 21 8 1 1 3 0 33 11 0 3 2 0 42 10 1 1 1 0 1 2 3 0 3 2 2 2 2 35
13 9 0 1 7 5 6 24 9 1 1 7 5 43 15 0 2 5 0 57 12 0 1 2 0 3 0 1 3 3 0 2 1 2 48
17 11 2 1 6 6 7 31 12 2 2 7 1 57 18 1 2 5 3 68 12 1 1 2 0 3 3 3 0 3 2 2 1 2 58
20 13 3 2 6 0 6 31 9 0 1 7 0 57 19 1 1 5 0 73 14 1 2 2 0 3 2 2 2 2 2 2 1 0 62
12 9 1 0 3 2 3 26 10 1 1 3 0 43 13 2 2 2 0 51 10 1 1 1 0 1 2 0 2 2 3 1 1 1 44
8 6 0 3 3 7 6 24 12 2 0 3 5 42 14 2 1 2 0 48 9 0 2 1 0 3 2 0 1 0 1 1 0 1 40
18 12 2 1 4 1 3 26 8 1 1 4 0 49 16 2 3 3 0 66 14 2 0 1 0 0 3 3 0 3 2 1 2 1 56
14 10 1 1 5 5 5 27 10 2 1 4 0 49 17 1 1 3 0 50 5 0 1 0 1 0 3 3 0 2 0 0 2 1 43
10 7 0 1 3 7 5 22 9 2 2 2 6 33 10 1 1 1 3 27 0 1 2 0 0 0 0 3 1 3 3 0 2 2 23
12 10 1 1 5 3 5 22 9 0 1 6 3 43 16 1 3 4 0 52 10 1 2 1 0 3 0 1 3 2 2 2 2 0 44
12 9 1 2 6 1 6 27 11 1 2 6 2 46 15 0 3 5 0 61 13 2 2 1 0 3 0 0 3 2 2 2 1 0 52
19 13 2 3 6 5 7 27 8 0 2 6 3 56 20 1 1 4 2 61 8 1 2 1 0 2 2 1 0 3 3 0 1 1 52
20 14 2 0 6 0 6 31 10 1 3 5 0 55 18 2 3 4 0 62 10 1 1 1 0 1 2 3 3 3 2 2 1 1 53
10 8 1 3 6 0 6 26 12 2 2 6 0 61 24 2 1 4 0 62 7 0 1 1 0 3 3 2 3 2 2 2 1 0 53
13 10 1 1 7 0 7 30 12 1 0 6 0 51 16 2 2 4 0 59 10 2 1 1 0 3 0 1 3 1 1 0 1 2 50
0 0 1 1 0 8 4 0 0 1 1 0 8 3 4 1 2 0 1 0 0 0 2 0 0 3 0 0 3 3 2 1 0 2 0
18 12 1 0 4 4 4 35 13 3 1 5 0 58 19 2 2 3 0 59 5 0 3 1 0 0 1 1 1 2 0 0 2 0 50
8 7 0 1 5 0 5 20 10 1 0 5 0 44 17 1 1 4 0 49 8 0 2 1 0 2 0 1 2 0 1 0 1 1 41
8 7 0 0 3 7 5 15 6 1 1 2 6 22 8 1 1 1 1 24 5 1 2 0 0 3 1 3 3 1 2 2 2 2 20
0 1 1 1 0 8 5 0 0 2 2 0 4 0 0 2 2 0 5 0 0 0 2 0 3 1 1 3 0 1 2 1 1 2 0
13 10 2 1 3 5 3 27 10 2 2 3 0 45 15 1 2 2 1 53 9 0 1 1 0 0 3 2 0 3 2 1 1 2 45
14 10 1 1 5 2 5 26 10 1 2 4 0 48 17 1 1 3 0 54 8 1 2 1 0 3 2 3 3 0 3 2 2 1 46
8 6 2 0 1 7 3 10 3 1 1 1 4 16 6 2 2 0 3 23 7 2 2 0 2 0 0 2 0 0 0 0 1 1 20
6 6 0 1 4 0 4 19 11 2 0 3 0 42 16 2 1 2 0 34 0 0 3 0 0 2 2 0 3 1 1 0 0 2 29
11 9 1 1 3 7 5 28 12 2 0 3 5 44 13 2 2 2 2 47 7 0 2 1 0 0 2 0 2 1 2 0 0 2 40
11 9 1 1 3 4 3 19 7 1 1 3 0 37 14 1 3 2 0 45 9 1 2 1 0 1 3 2 1 3 1 1 0 2 38
13 9 1 1 6 3 6 23 9 1 2 6 0 47 17 0 2 4 1 55 9 1 1 1 4 1 1 3 0 3 0 2 2 2 46
0 0 2 3 0 8 6 2 3 2 1 0 2 0 0 1 2 0 2 0 1 0 2 0 0 3 3 0 0 0 1 2 0 1 0
10 8 1 1 4 5 4 18 8 1 0 4 2 35 13 0 2 3 2 50 13 1 1 1 0 3 2 0 0 1 3 1 0 1 43
19 13 2 1 4 3 4 34 12 2 1 4 0 53 16 2 2 3 0 55 6 0 3 1 0 2 1 1 2 2 2 0 2 0 47
15 11 1 1 6 5 7 30 11 1 1 5 1 48 14 1 2 3 3 55 8 0 3 1 0 3 2 2 0 3 3 0 1 2 47
18 12 2 1 4 0 4 33 11 2 1 4 0 59 18 2 3 3 0 57 6 0 2 1 0 2 2 0 3 2 3 0 1 0 49
10 8 1 1 4 5 5 24 11 2 0 3 2 44 15 2 2 2 0 48 7 0 2 1 0 2 2 1 2 0 0 1 1 0 41
10 9 2 1 3 7 5 21 9 1 1 3 1 31 11 1 1 2 0 32 5 0 3 0 0 0 2 1 3 0 2 0 2 0 28
12 9 1 2 3 8 6 19 8 1 2 3 4 44 18 3 3 3 1 53 11 2 3 1 1 1 1 2 3 2 0 2 0 0 45
